Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Weight,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,,
Chinstrap Penguin,https://a-z-animals.com/media/animals/images/470x370/chinstrap_penguin3.jpg ,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis Antarcticus,Bird,Carnivore,60cm - 68cm (24in - 27in),3kg - 6kg (6.6lbs - 13lbs),15 - 20 years,Colony,Least Concern,Black| White| Grey,Feathers,Krill,Rocky Antarctic Islands,2,Krill| Fish| Shrimp,Leopard Seal| Killer Whale| Sea Birds,White face and thin| black line that runs under the chin,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Chipmunk,https://a-z-animals.com/media/animals/images/470x370/chipmunk6.jpg ,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias Striatus,Mammal,Omnivore,10cm - 18cm (4in - 7in),57g - 113g (2oz - 4oz),33km/h (21mph),4 - 8 years,Solitary,Least Concern,Beige| Brown| Black| Yellow,Fur,Nuts,Forest and thick woodland,5,Nuts| Fruit| Seeds| Berries,Human| Hawks| Raccoon,Stripes on fur and large front teeth,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chow Chow,https://a-z-animals.com/media/animals/images/470x370/chow_chow1.jpg ,Chow Chow,China,50cm (20in),32kg (70lbs),10 years,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Common Name,Scientific Name,Origin,Diet,Size (L),Water Type,Optimum pH Level,Lifespan,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,,
Cichlid,https://a-z-animals.com/media/animals/images/470x370/cichlid9.jpg ,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cichlid,Cichlidae,African Lakes,Omnivore,2.5cm - 1m (0.9in - 3ft),Fresh| Brackish,6.4 - 6.8,5 - 60 years,Least Concern,Black| White| Yellow| Orange| Silver| Blue| Green| Red,Scales,Algae,African Great Lakes,200,Algae| Fish| Invertebrates,Fish| Eels| Sharks,Bright colours and hugely diverse,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Common Name,Other Name(s),Group,Number Of Species,Location,Habitat,Colour,Skin Type,Size (L),Weight,Top Speed,Diet,Prey,Predators,Lifestyle,Group Behaviour,Lifespan,Age Of Sexual Maturity,Gestation Period,Average Litter Size,Name Of Young,Age Of Weaning,Conservation Status,Estimated Population Size,Biggest Threat,Most Distinctive Feature,Fun Fact,,
Clouded Leopard,https://a-z-animals.com/media/animals/images/470x370/clouded_leopard1.jpg ,Animalia,Chordata,Mammalia,Carnivora,Felidae,Neofelis,Neofelis nebulosa,Clouded Leopard,Sunda Clouded Leopard,Mammal,2,South-east Asia,Dense tropical forest and jungle,Yellow| Grey| Tawny| Black| Brown,Fur,60cm - 110cm (24in - 43in),11kg - 30kg (24lbs - 66lbs),64kph (40mph),Carnivore,Rodents| Monkeys| Deer,Tigers| Leopards| Humans,Nocturnal/Crepuscular,Solitary,11 - 17 years,2 - 3 years,87 - 102 days,3,Kitten,9 months,Vulnerable,Less than 10|000,Hunting and habitat loss,Dark cloud-like markings and long tail,Has canines that can be two inches long!,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Common Name,Scientific Name,Origin,Diet,Size (L),Water Type,Optimum pH Level,Lifespan,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Clown Fish,https://a-z-animals.com/media/animals/images/470x370/clown3.jpg ,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,Clown Fish,Amphiprioninae,Indian| Pacific Oceans,Omnivore,10cm - 18cm (4in - 7in),Salt,7.9 - 8.4,4 - 8 years,Least Concern,Black| White| Orange| Red| Yellow,Scales,Algae,Tropical coral reefs,2|000,Algae| Plankton| Molluscs,Fish| Eels| Sharks,Bright markings and immune to stings from the sea anemone,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clumber Spaniel,https://a-z-animals.com/media/animals/images/470x370/clumber_spaniel.jpg ,Clumber Spaniel,Great Britain,50cm (20in),29kg (65lbs),15 years,Gun Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Coati,https://a-z-animals.com/media/animals/images/470x370/coati5.jpg ,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua ,Nasua Nasua,Mammal,Omnivore,33-60cm (13-24in),3-8kg (6-18lbs),24km/h (15mph),8-15 years,Band,Least Concern,Black| Brown| White| Grey| Red| Tan,Fur,Fruit,Forests| grasslands| desert,4,Fruit| Nuts| Small mammals and reptiles,Wildcats| Birds of Prey| Crocodiles,Elongated snout and long| bushy tail,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Common Name,Scientific Name,Location,Diet,Size,Number Of Species,Average Lifespan,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,,,,
Cockroach,https://a-z-animals.com/media/animals/images/470x370/cockroach3.jpg ,Animalia,Arthropoda,Insecta,Blattaria,Cockroach,Blattaria,Worldwide,Omnivore,1.5-5.0cm (0.5-2in),4|000,18 months,Least Concern,Brown| Black| Tan,Shell,Decaying Organic Matter,Anywhere and everywhere,40,Decaying Organic Matter,Spiders| Birds| Mammals,Long antennae and brain located in body not head,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Collared Peccary,https://a-z-animals.com/media/animals/images/470x370/collared_peccary.jpg ,Animalia,Chordata,Mammalia,Atriodactyla,Tayassuidae,Pecari,Pecari tajacu,Mammal,Omnivore,1.16m - 1.52m (46in - 60 in),9kg - 27kg (20lbs- 60lbs),Unknown,10 years,Bands of 6-12,Least Concern,Dark Grey,Bristled hairs,Succulent Vegetation,Deserts and Tropical Rainforests,3,Insects and small lizards,Coyotes| Mountain Lions and Jaguars,Upper canines are very sharp| strong scent gland on upper rump.,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Average Size,Average Weight,Average Lifespan,Group,Colour,Average Litter Size,Temperament,Training,,,,,,,,,,,,,,,,,,,,,,,,,,
Bearded Collie,https://a-z-animals.com/media/animals/images/470x370/bearded_collie4.jpg ,Bearded Collie,Great Britain,56cm (22in),27kg (60lbs),14 years,Herd,White| Black| Brown| Tan| Grey,7,Loving| lively and playful,Should be trained from an early age and respond well to harsh techniques,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Wingspan,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,
Common Buzzard,https://a-z-animals.com/media/animals/images/470x370/common_buzzard2.jpg ,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo Buteo,Bird,Carnivore,51cm - 57cm (20in - 22in),110cm - 130cm (48in - 60in),400g - 1400g (15oz - 48oz),40km/h (25mph),12 - 20 years,Solitary,Least Concern,White| Black| Grey| Brown,Feathers,Rabbit,Countryside and woodland,3,Rabbit. Pheasant| Lizards,Fox| Eagle| Wildcats,Small head and curved beak,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Common Frog,https://a-z-animals.com/media/animals/images/470x370/common_frog.jpg ,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,Rana Temporaria,Amphibian,Carnivore,6cm - 10cm (2.4in - 4in),20g - 80g (0.7oz - 2.8oz),8km/h (5mph),5 - 10 years,Solitary,Least Concern,Black| Green| Grey| Brown,Permeable,Insects,Forests| rivers and marshes,1|500,Insects| Worms| Snails,Foxes| Snakes| Birds,Short back legs and webbed toes,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Wingspan,Weight,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Common Loon,https://a-z-animals.com/media/animals/images/470x370/common_loon4.jpg ,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia Immer,Bird,Omnivore,63cm - 81cm (24.8in - 31.8in),100cm - 136cm (39in - 53.5in),3kg - 5kg (6.6lbs - 11lbs),15 - 25 years,Flock,Least Concern,White| Black| Grey| Brown,Feathers,Fish,Freshwater lakes in cooler climates,2,Fish| Frogs| Insects,Human| Eagles| Osprey,Large body size and eerie| yodel-like call,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Common Toad,https://a-z-animals.com/media/animals/images/470x370/common_toad7.jpg ,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,Bufo Bufo,Amphibian,Carnivore,10cm - 18cm (4in - 7in),20g - 80g (0.7oz - 2.8oz),8km/h (5mph),2 - 4 years,Solitary,Least Concern,Black| Green| Grey| Brown| Yellow,Permeable,Insects,Forests| woodlands and marshes,100,Insects| Worms| Spiders,Foxes| Grass Snakes| Hedgehogs,Rough skin and long| agile toes,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Common Name,Scientific Name,Location,Size,Number Of Species,Lifespan,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,,,,
Coral,https://a-z-animals.com/media/animals/images/470x370/coral10.jpg ,Animalia,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Coral,Anthozoa,Tropical Oceans,1cm - 3m (0.4in - 118in),70|000,15 - 30 years,Threatened,Multi-coloured,Porous,Plankton,Tropical Oceans,1|000s,Plankton| Fish| Shrimp,Starfish| Marine slugs and snails,Variety of colours and full of holes for species to hind in,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Cottontop Tamarin,https://a-z-animals.com/media/animals/images/470x370/cottontop_tamarin3.jpg ,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus Oedipus,Mammal,Omnivore,18cm - 30cm (7in - 12in),220g - 900g (7.7oz - 32oz),40km/h (24mph),8 - 15 years,Troop,Critically Endangered,Black| White| Brown| Tan,Fur,Fruit,Lowland tropical forest,2,Fruit| Insects| Rodents,Hawks| Snakes| Wild Cats,Small body size and long| thin tail,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Cow,https://a-z-animals.com/media/animals/images/470x370/cow11.jpg ,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos Taurus,Mammal,Herbivore,1.5m - 1.8m (5ft - 6ft),400kg - 800kg (881lbs - 1|760lbs),40km/h (25mph),12 - 20 years,Herd,Threatened,Brown| Black| White,Leather,Grass,Forest and grassland,1,Grass| Seeds| Flowers,Human| Bears| Wolves,Thick leathery skin and complex digestive system,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Coyote,https://a-z-animals.com/media/animals/images/470x370/coyote1.jpg ,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,Mammal,Carnivore,75cm - 90cm (30in - 35in),7kg - 21kg (15lbs - 46lbs) ,64km/h (40mph),10 - 15 years,Pack,Least Concern,Brown| Grey| Tan,Fur,Rabbit,Forests| plains and deserts,6,Rabbit| Mice| Deer,Human| Bears| Wolves,Pointed ears and nose and a long| bushy tail,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
King Crab,https://a-z-animals.com/media/animals/images/470x370/king_crab1.jpg ,Animalia,Arthropoda,Crustacea,Decapoda,Lithodidae,Lopholithodes,Lopholithodes Mandtii,Crustacean ,Carnivore,0.6-1.8m (1.9-5.9ft),2-8kg (4.4-18lbs),11km/h (7mph),15-30 years,Solitary,Threatened,Blue| Red| Orange,Shell,Molluscs,Cold coastal waters and continental shelves,7,Molluscs| Fish| Sea Urchin,Human| Larger Fish| Octopus,Large body and legs with thick| armoured shell,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Crab-Eating Macaque,https://a-z-animals.com/media/animals/images/470x370/crab-eating_macaque.jpg ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca Fascicularis,Mammal,Carnivore,38cm - 55cm (15in - 22in),3kg - 9kg (7lbs - 20lbs),48km/h (30mph),15 - 30 years,Troop,Least Concern,Grey| Brown| White| Yellow,Fur,Crabs,Rainforest and tropical jungle,1,Crabs| Fruits| Seeds| Insects,Eagle| Tiger| Large reptiles,Very sociable animal with a long tail,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Scientific Name,Type,Diet,Size (L),Wingspan,Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Crane,https://a-z-animals.com/media/animals/images/470x370/crane1.jpg ,Animalia,Chordata,Aves,Gruiformes,Gruidae,Gruidae,Bird,Omnivore,1m - 1.4m (40in - 55in),1.8m - 2.4m (71in - 95in),3.7kg - 10kg (8.2lbs - 22lbs),40km/h (25mph),15 - 30 years,Flock,Threatened,White| Black| Grey| Brown| Red| Blue,Feathers,Insects,Temperate wetlands,4,Insects. Fish| Grain,Fox| Eagle| Wildcats,Large body size and long beak,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Weight,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,,
Crested Penguin,https://a-z-animals.com/media/animals/images/470x370/crested_penguin1.jpg ,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes robustus,Bird,Carnivore,60cm - 68cm (24in - 27in),3kg - 6kg (6.6lbs - 13lbs),15 - 20 years,Colony,Vulnerable,Black| White| Grey| Yellow,Feathers,Krill,Rocky Antarctic Islands,2,Krill| Fish| Shrimp,Leopard Seal| Killer Whale| Sharks,Red beak and bright yellow eyebrows,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Common Name,Other Name(s),Group,Number Of Species,Location,Habitat,Colour,Skin Type,Size (L),Weight,Top Speed,Diet,Prey,Predators,Lifestyle,Group Behaviour,Lifespan,Age Of Sexual Maturity,Incubation Period,Average Clutch Size,Name Of Young,Age Of Independence,Conservation Status,Estimated Population Size,Biggest Threat,Most Distinctive Feature,Fun Fact,,
Crocodile,https://a-z-animals.com/media/animals/images/470x370/crocodile_10.jpg ,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus| Osteolaemus| Mecistops,Crocodylus acutus| Crocodylus intermedius| Crocodylus johnsoni| Crocodylus mindorensis| Crocodylus moreletii| Crocodylus niloticus| Crocodylus novaeguineae| Crocodylus palustris| Crocodylus porosus| Crocodylus rhombifer| Crocodylus siamensis| Osteolaemus tetraspis| Mecistops cataphractus,Crocodile| Croc,American crocodile| Orinoco crocodile| Freshwater crocodile| Philippine crocodile| Mexican crocodile| Nile crocodile| New Guinea crocodile| Mugger crocodile| Estuarine crocodile| Cuban crocodile| Siamese crocodile| Dwarf crocodile| Slender-snouted crocodile,Reptile,13,North| Central and South America| Africa| Asia| Australia,Rivers| lakes| marshes| lagoons| mangrove swamps and estuaries,Dull olive| grey| brown| black,Plate-like scales,1.7m - 7m (5.5ft - 23ft),18kg - 1|000kg (40lbs - 2|200lbs),40kph (25mph),Carnivore,Fish| crustaceans| deer| buffalo,Humans| Large felines| Birds of prey,Nocturnal,Social,20 - 70 years,4 - 12 years,3 months,17 - 100 ,Hatchling,1 - 2 years,Least Concern| Vulnerable| Critically Endangered,Unknown,Habitat loss and hunting,Eyes and nostrils located on top of the head and snout,Known to eat pebbles to aid digestion and buoyancy!,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (H),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Special Features,,,,,,,,,,,,,
Cross River Gorilla,https://a-z-animals.com/media/animals/images/470x370/cross_river_gorilla.jpg ,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla Gorilla Diehli,Mammal,Herbivore,1.4m - 1.7m (4.7ft - 5.5ft),100kg - 200kg (220lbs - 440lbs),40km/h (25mph),35 - 50 years,Troop,Critically Endangered,Black| Grey,Hair,Leaves,Rainforest and dense jungle,1,Leaves| Fruit| Flowers,Human| Leopard| Crocodile,Large head and long arms,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curly Coated Retriever,https://a-z-animals.com/media/animals/images/470x370/curly_coated_retriever1.jpg ,Curly Coated Retriever,Great Britain,66cm (26in),34kg (75lbs),14 years,Gun Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Cuscus,https://a-z-animals.com/media/animals/images/470x370/cuscus5.jpg ,Animalia,Chordata,Mammalia,Marsupialia,Phalangeridae,Phalanger,Phalanger Maculatus,Mammal,Herbivore,15cm - 60cm (6in - 24in),3kg - 6kg (6.5lbs - 13lbs),25km/h (15mph),8 - 12 years,Solitary,Threatened,Black| Brown| Tan| White| Cream| Grey,Fur,Fruit,Tropical rainforest and mangroves,2,Fruit| Leaves| Insects,Snakes| Humans| Large birds of prey,Long tail and strong toes,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Common Name,Scientific Name,Location,Diet,Size (L),Weight,Number Of Species,Average Lifespan,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,,
Cuttlefish,https://a-z-animals.com/media/animals/images/470x370/cuttlefish3.jpg ,Animalia,Mollusca,Cephalopoda,Decapodiformes,Sepiida,Cuttlefish,Sepiida,Worldwide,Carnivore,15cm - 50cm (5.9in - 20in),3kg - 10.5kg (6.6lbs - 23lbs),120,1 - 3 years,Threatened,Green| Red| Blue| Yellow| Orange| Brown| Pink| White,Smooth,Crab,Coastal and deeper waters,200,Crab| Shrimp| Fish,Fish| Sharks| Cuttlefish,Long body shape and large eyes,,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dachshund,https://a-z-animals.com/media/animals/images/470x370/dachshund.jpg ,Dachshund,Germany,38cm (15in),4kg (9lbs),15 years,Hound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Darwin's Frog,https://a-z-animals.com/media/animals/images/470x370/darwins_frog2.jpg ,Animalia,Chordata,Amphibia,Anura,Rhinodermatidae,Rhinoderma,Rhinoderma Darwinii,Amphibian,Carnivore,2.5cm - 3.5cm (0.9in - 1.4in),2g - 5g (0.07oz - 0.17oz),8km/h (5mph),10 - 15 years,Solitary,Vulnerable,Black| Green| Grey| Brown| Tan,Permeable,Insects,Beech-tree forests and in fields,30,Insects| Worms| Snails,Rodents| Snakes| Birds,Small body size and leaf-like appearance,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Scientific Name,Type,Diet,Size (H),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,,
Deer,https://a-z-animals.com/media/animals/images/470x370/deer.jpg ,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus virginiana,Mammal,Herbivore,60cm - 105cm (24in - 206in),10kg - 450kg (22lbs - 990lbs),70km/h (43mph),10 - 20 years,Herd,Threatened,Brown| Tan| White| Orange,Fur,Acorns,Dense forest and planted areas,1,Acorns| Fruit| Grass,Wolf| Bear| Cougar,Long ears and some male species have antlers,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Clutch Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Desert Tortoise,https://a-z-animals.com/media/animals/images/470x370/desert_tortoise_3.jpg ,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus Agassizii,Reptile,Herbivore,25cm - 36cm (10in - 14in),4kg - 7kg (8lbs - 15lbs),0.5km/h (0.3mph),25 - 60 years,Solitary,Threatened,Black| Brown| Tan| Yellow,Scales,Grasses,Sandy desert plains and rocky hills,7,Grasses| Herbs| Flowers,Coyote| Birds| Gila Monster,Small size and patterned shell,,,,,,,,,,,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deutsche Bracke,https://a-z-animals.com/media/animals/images/470x370/deutsche_bracke.jpg ,Deutsche Bracke,Germany,53cm (21in),18kg (40lbs),12 years,Hound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Dhole,https://a-z-animals.com/media/animals/images/470x370/dhole.jpg ,Animalia,Chordata,Mammalia,Carnivora,Canidae,Cuon,Cuon Alpinus,Mammal,Carnivore,75cm - 110cm (29in - 43in),12kg - 20kg (26lbs - 44lbs),72.4km/h (45mph),10 - 13 years,Pack,Endangered,Grey| Black| White| Brown| Tan| Gold| Red,Fur,Deer,Dry forest and thick jungle,8,Deer| Rodents| Birds,Tigers| Leopards| Humans,Bushy tail and distinctive calls,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Type,Diet,Size (L),Weight,Top Speed,Lifespan,Lifestyle,Conservation Status,Colour,Skin Type,Favourite Food,Habitat,Average Litter Size,Main Prey,Predators,Distinctive Features,,,,,,,,,,,,,
Dingo,https://a-z-animals.com/media/animals/images/470x370/dingo1.jpg ,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus Dingo,Mammal,Carnivore,100cm - 125cm (39in - 49in),13kg - 20kg (28lbs - 44lbs) ,48km/h (30mph),7 - 15 years,Pack,Threatened,Tan| Black| Brown| Grey| Red| Yellow,Fur,Rabbit,Desert| wet and dry forests,6,Rabbit| Lizards| Rodents,Human| Large reptiles,Pricked ears and a long bushy tail,,,,,,,,,,,,,
Animal Name ,Image Link ,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Common Name,Group,Number Of Species,Location,Habitat,Colour,Skin Type,Size (L),Diet,Prey,Predators,Lifestyle,Group Behaviour,Water Type,Optimum pH Level,Lifespan,Age Of Sexual Maturity,Incubation Period,Average Spawn Size,Name Of Young,Age Of Independence,Conservation Status,Estimated Population Size,Biggest Threat,Distinctive Features,Fun Fact,,,
Discus,https://a-z-animals.com/media/animals/images/470x370/discus1.jpg ,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Symphysodon,Symphysodon,Discus,Fish,3,Brazil| Columbia and Peru,Deep| slow-moving waters,Blue| Red| Green| Yellow| Orange| Black| Brown,Scales,20cm - 25cm (8in - 10in),Omnivore,Insects| Worms| Small fish,Fish| Turtles| Birds,Diurnal,School,Fresh,5.5 - 6.5,8 - 15 years,1 - 3 years,10 days,150,Fry,2 - 3 weeks,Threatened,Unknown,Water pollution,A round and colourful disc-like body,One of the only schooling Cichlids!,,,
Animal Name ,Image Link ,Common Name,Origin,Size,Weight,Lifespan,Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
